,seqnames,start,Composite Element REF,End,Feature name,end,width,strand,feature.ranges.start,feature.ranges.end,feature.ranges.width,feature.strand,distance,insideFeature,distanceToSite,ensembl_gene_id,gene_name,class
1608,12,52905127,cg03327403,52905128,f21977,52905127,1,*,52897187,52949954,52768,-,0,inside,0,ENSG00000170421,KRT8,2
1609,7,27184724,cg15623480,27184725,f94710,27184724,1,*,27181157,27185232,4076,-,0,inside,0,ENSG00000005073,HOXA11,2
1610,7,27184724,cg15623480,27184725,f94710,27184724,1,*,27184507,27189298,4792,+,0,inside,0,ENSG00000240990,HOXA11-AS,2
1611,7,27184724,cg15623480,27184725,f94710,27184724,1,*,27185433,27185530,98,+,708,upstream,708,ENSG00000273961,,2
1612,7,27184724,cg15623480,27184725,f94710,27184724,1,*,27185832,27186018,187,+,1107,upstream,1107,ENSG00000278334,,2
1613,7,27184724,cg15623480,27184725,f94710,27184724,1,*,27186166,27186263,98,+,1441,upstream,1441,ENSG00000276496,,2
1614,17,45121243,cg13641043,45121244,f82855,45121243,1,*,45108959,45133354,24396,-,0,inside,0,ENSG00000161714,PLCD3,2
1615,11,126283070,cg10291648,126283071,f64295,126283070,1,*,126283065,126298845,15781,+,0,inside,0,ENSG00000150455,TIRAP,2
1616,7,1452151,cg10583473,1452152,f65919,1452151,1,*,1428465,1459470,31006,-,0,inside,0,ENSG00000164877,MICALL2,2
1617,3,99499326,cg02646433,99499327,f17498,99499326,1,*,99500347,99505508,5162,+,1020,upstream,1020,ENSG00000243296,,2
1618,2,9424119,cg00024812,9424120,f180,9424119,1,*,9423651,9473101,49451,+,0,inside,0,ENSG00000119203,CPSF3,2
1619,2,9424119,cg00024812,9424120,f180,9424119,1,*,9403475,9423528,20054,-,590,upstream,590,ENSG00000119185,ITGB1BP1,2
1620,16,31443027,cg18499890,31443028,f110592,31443027,1,*,31432593,31443160,10568,-,0,inside,0,ENSG00000176723,ZNF843,2
1621,2,11746487,cg01771876,11746488,f11741,11746487,1,*,11740997,11745301,4305,-,1185,upstream,1185,ENSG00000230790,,2
1622,2,11746487,cg01771876,11746488,f11741,11746487,1,*,11677595,11827409,149815,+,0,inside,0,ENSG00000134324,LPIN1,2
1623,5,59035059,cg09062288,59035060,f57229,59035059,1,*,58969038,60522120,1553083,-,0,inside,0,ENSG00000113448,PDE4D,2
1624,2,70302193,cg10941484,70302194,f67895,70302193,1,*,70295975,70302090,6116,-,102,upstream,102,ENSG00000035141,FAM136A,2
1625,12,663695,cg00237010,663696,f1627,663695,1,*,630858,664196,33339,+,0,inside,0,ENSG00000177406,NINJ2-AS1,2
1626,12,663695,cg00237010,663696,f1627,663695,1,*,564296,663589,99294,-,105,upstream,105,ENSG00000171840,NINJ2,2
1627,10,13347395,cg09360715,13347396,f58939,13347395,1,*,13317428,13348298,30871,-,0,inside,0,ENSG00000086475,SEPHS1,2
1628,1,25618023,cg10706230,25618024,f66632,25618023,1,*,25616791,25786206,169416,+,0,inside,0,ENSG00000117643,MAN1C1,2
1629,1,87132386,cg11582018,87132387,f71322,87132386,1,*,86993009,87169204,176196,+,0,inside,0,ENSG00000267561,,2
1630,1,87132386,cg11582018,87132387,f71322,87132386,1,*,87129765,87169198,39434,+,0,inside,0,ENSG00000267272,LINC01140,2
1631,2,72924466,cg16781647,72924467,f101423,72924466,1,*,72916260,72936071,19812,+,0,inside,0,ENSG00000135638,EMX1,2
1632,3,149474517,cg13235059,149474518,f80268,149474517,1,*,149474697,149503394,28698,+,179,upstream,179,ENSG00000169903,TM4SF4,2
1633,13,43022470,cg13561081,43022471,f82298,43022470,1,*,43023203,43114213,91011,+,732,upstream,732,ENSG00000120675,DNAJC15,2
1634,10,133378550,cg17465130,133378551,f105069,133378550,1,*,133380017,133420271,40255,+,1466,upstream,1466,ENSG00000254536,,2
1635,10,133378550,cg17465130,133378551,f105069,133378550,1,*,133379261,133391694,12434,+,710,upstream,710,ENSG00000148832,PAOX,2
1636,11,123196248,cg26819695,123196249,f153970,123196248,1,*,123069872,123195248,125377,-,999,upstream,999,ENSG00000166250,CLMP,2
1637,11,123196248,cg26819695,123196249,f153970,123196248,1,*,123188802,123228502,39701,+,0,inside,0,ENSG00000254710,,2
1638,10,120949516,cg01250603,120949517,f8411,120949516,1,*,120925547,120980700,55154,-,0,inside,0,ENSG00000227307,,2
1639,10,35246987,cg03584094,35246988,f23642,35246987,1,*,35247025,35572669,325645,+,37,upstream,37,ENSG00000108100,CCNY,2
1640,11,67606742,cg01594514,67606743,f10679,67606742,1,*,67602880,67606706,3827,-,35,upstream,35,ENSG00000184224,C11orf72,2
1641,11,67606742,cg01594514,67606743,f10679,67606742,1,*,67605653,67612554,6902,+,0,inside,0,ENSG00000167792,NDUFV1,2
1642,17,68101669,cg25366822,68101670,f146183,68101669,1,*,68096046,68101496,5451,-,172,upstream,172,ENSG00000265055,,2
1643,17,68101669,cg25366822,68101670,f146183,68101669,1,*,68101908,68115518,13611,+,238,upstream,238,ENSG00000237854,LINC00674,2
1644,5,75052362,cg21158502,75052363,f124349,75052362,1,*,75025346,75052558,27213,-,0,inside,0,ENSG00000176928,GCNT4,2
1645,11,65575872,cg18765439,65575873,f111962,65575872,1,*,65576046,65592650,16605,+,173,upstream,173,ENSG00000173442,EHBP1L1,2
1646,20,33055245,cg15055060,33055246,f91789,33055245,1,*,33055424,33073628,18205,+,178,upstream,178,ENSG00000186190,BPIFB3,2
1647,2,188291822,cg17931661,188291823,f107408,188291822,1,*,187712816,188384313,671498,-,0,inside,0,ENSG00000231689,LINC01090,2
1648,2,188291822,cg17931661,188291823,f107408,188291822,1,*,188291669,188595931,304263,+,0,inside,0,ENSG00000144366,GULP1,2
1649,1,197413641,cg00097038,197413642,f706,197413641,1,*,197268204,197478455,210252,+,0,inside,0,ENSG00000134376,CRB1,2
1650,16,29900309,cg03899609,29900310,f25576,29900309,1,*,29900375,29919864,19490,+,65,upstream,65,ENSG00000174939,ASPHD1,2
1651,16,29900309,cg03899609,29900310,f25576,29900309,1,*,29871159,29899550,28392,-,758,upstream,758,ENSG00000174938,SEZ6L2,2
1652,17,46923427,cg05467167,46923428,f35462,46923427,1,*,46916770,46923034,6265,-,392,upstream,392,ENSG00000261886,GOSR2-DT,2
1653,17,46923427,cg05467167,46923428,f35462,46923427,1,*,46923075,46975524,52450,+,0,inside,0,ENSG00000108433,GOSR2,2
1654,17,46923427,cg05467167,46923428,f35462,46923427,1,*,46923133,47049932,126800,+,0,inside,0,ENSG00000262633,,2
1655,1,31742936,cg06871798,31742937,f43946,31742936,1,*,31727117,31764893,37777,-,0,inside,0,ENSG00000121753,ADGRB2,2
1656,9,122941561,cg14472972,122941562,f88371,122941561,1,*,122940733,122941260,528,-,300,upstream,300,ENSG00000286718,,2
1657,9,122941561,cg14472972,122941562,f88371,122941561,1,*,122940833,123104866,164034,+,0,inside,0,ENSG00000011454,RABGAP1,2
1658,1,32221972,cg08129048,32221973,f51693,32221972,1,*,32214472,32222359,7888,-,0,inside,0,ENSG00000160055,TMEM234,2
1659,1,32221972,cg08129048,32221973,f51693,32221972,1,*,32221077,32245397,24321,+,0,inside,0,ENSG00000084623,EIF3I,2
1660,2,73156945,cg06641415,73156946,f42397,73156945,1,*,73073382,73156721,83340,-,223,upstream,223,ENSG00000135631,RAB11FIP5,2
1661,12,21501963,cg09170652,21501964,f57843,21501963,1,*,21468910,21501669,32760,-,293,upstream,293,ENSG00000004700,RECQL,2
1662,12,21501963,cg09170652,21501964,f57843,21501963,1,*,21501781,21518408,16628,+,0,inside,0,ENSG00000111711,GOLT1B,2
1663,11,1200346,cg15158086,1200347,f92368,1200346,1,*,1157953,1201138,43186,+,0,inside,0,ENSG00000215182,MUC5AC,2
1664,5,146182447,cg21574815,146182448,f126431,146182447,1,*,146110566,146182696,72131,-,0,inside,0,ENSG00000133706,LARS1,2
1665,16,729218,cg12981843,729219,f79035,729218,1,*,726936,735525,8590,+,0,inside,0,ENSG00000103253,HAGHL,2
1666,5,24170177,cg14788768,24170178,f90346,24170177,1,*,23951348,24178263,226916,+,0,inside,0,ENSG00000248874,C5orf17,2
1667,5,24170177,cg14788768,24170178,f90346,24170177,1,*,24170370,24171246,877,+,192,upstream,192,ENSG00000226432,,2
1668,5,24170177,cg14788768,24170178,f90346,24170177,1,*,24135160,24271863,136704,-,0,inside,0,ENSG00000286134,,2
1669,10,18400574,cg24128066,18400575,f139617,18400574,1,*,18140424,18543557,403134,+,0,inside,0,ENSG00000165995,CACNB2,2
1670,1,1331401,cg07624812,1331402,f48664,1331401,1,*,1331280,1335314,4035,+,0,inside,0,ENSG00000169962,TAS1R3,2
1671,7,149719732,cg19364784,149719733,f114980,149719732,1,*,149714781,149734575,19795,+,0,inside,0,ENSG00000133619,KRBA1,2
1672,9,128250674,cg08858201,128250675,f56079,128250674,1,*,128191655,128255248,63594,+,0,inside,0,ENSG00000106976,DNM1,2
1673,11,61516393,cg00009053,61516394,f71,61516393,1,*,61513714,61581148,67435,-,0,inside,0,ENSG00000011347,SYT7,2
1674,9,110256116,cg13843427,110256117,f84176,110256116,1,*,110243810,110256507,12698,-,0,inside,0,ENSG00000136810,TXN,2
1675,10,43396627,cg00326958,43396628,f2205,43396627,1,*,43385617,43409186,23570,-,0,inside,0,ENSG00000169813,HNRNPF,2
1676,12,6963533,cg00366413,6963534,f2471,6963533,1,*,6963246,6964447,1202,+,0,inside,0,ENSG00000257084,MIR200CHG,2
1677,12,6963533,cg00366413,6963534,f2471,6963533,1,*,6963699,6963766,68,+,165,upstream,165,ENSG00000207713,MIR200C,2
1678,12,6963533,cg00366413,6963534,f2471,6963533,1,*,6964097,6964191,95,+,563,upstream,563,ENSG00000207708,MIR141,2
1679,12,6963533,cg00366413,6963534,f2471,6963533,1,*,6964949,6965382,434,+,1415,upstream,1415,ENSG00000271969,,2
1680,2,74508780,cg27306986,74508781,f156667,74508780,1,*,74505043,74507695,2653,-,1084,upstream,1084,ENSG00000115289,PCGF1,2
1681,19,5294185,cg20559657,5294186,f121350,5294185,1,*,5294247,5294696,450,+,61,upstream,61,ENSG00000274447,,2
1682,19,5294185,cg20559657,5294186,f121350,5294185,1,*,5158495,5340803,182309,-,0,inside,0,ENSG00000105426,PTPRS,2
1683,15,26868766,cg00329728,26868767,f2229,26868766,1,*,26866911,26949208,82298,+,0,inside,0,ENSG00000186297,GABRA5,2
1684,15,26868766,cg00329728,26868767,f2229,26868766,1,*,26543546,26939539,395994,-,0,inside,0,ENSG00000166206,GABRB3,2
1685,16,89201632,cg07850527,89201633,f50002,89201632,1,*,89195761,89201651,5891,-,0,inside,0,ENSG00000259803,SLC22A31,2
1686,1,58577527,cg16080552,58577528,f97240,58577527,1,*,58575433,58577252,1820,-,274,upstream,274,ENSG00000184292,TACSTD2,2
1687,2,239401023,cg00360072,239401024,f2434,239401023,1,*,239401436,239402364,929,+,412,upstream,412,ENSG00000222020,HDAC4-AS1,2
1688,2,239401023,cg00360072,239401024,f2434,239401023,1,*,239048168,239401654,353487,-,0,inside,0,ENSG00000068024,HDAC4,2
1689,8,23068740,cg03542721,23068741,f23376,23068740,1,*,23068229,23083619,15391,+,0,inside,0,ENSG00000246130,,2
1690,8,23068740,cg03542721,23068741,f23376,23068740,1,*,23020133,23069031,48899,-,0,inside,0,ENSG00000120889,TNFRSF10B,2
1691,3,171843270,cg13503148,171843271,f81915,171843270,1,*,171815586,171900749,85164,-,0,inside,0,ENSG00000234717,TMEM212-AS1,2
1692,3,171843270,cg13503148,171843271,f81915,171843270,1,*,171843349,171938715,95367,+,78,upstream,78,ENSG00000186329,TMEM212,2
1693,4,70704677,cg10342148,70704678,f64563,70704677,1,*,70703747,70704491,745,-,185,upstream,185,ENSG00000272986,,2
1694,4,70704677,cg10342148,70704678,f64563,70704677,1,*,70704204,70808619,104416,+,0,inside,0,ENSG00000018189,RUFY3,2
1695,12,120369513,cg08399917,120369514,f53382,120369513,1,*,120341330,120369164,27835,-,348,upstream,348,ENSG00000135097,MSI1,2
1696,12,120369513,cg08399917,120369514,f53382,120369513,1,*,120369440,120371688,2249,+,0,inside,0,ENSG00000239881,RPS27P25,2
1697,1,25728209,cg23675930,25728210,f137203,25728209,1,*,25616791,25786206,169416,+,0,inside,0,ENSG00000117643,MAN1C1,2
1698,5,136192175,cg21158476,136192176,f124348,136192175,1,*,136191468,136193162,1695,-,0,inside,0,ENSG00000271824,SMIM32,2
1699,16,28294212,cg02896250,28294213,f19140,28294212,1,*,28259246,28323849,64604,+,0,inside,0,ENSG00000188322,SBK1,2
1700,21,16589417,cg04585185,16589418,f29960,16589417,1,*,15928296,16645467,717172,+,0,inside,0,ENSG00000215386,MIR99AHG,2
1701,21,16589417,cg04585185,16589418,f29960,16589417,1,*,16590237,16590325,89,+,819,upstream,819,ENSG00000207863,MIR125B2,2
1702,7,95396524,cg08828819,95396525,f55887,95396524,1,*,95359872,95396375,36504,-,148,upstream,148,ENSG00000105852,PON3,2
1703,2,44291791,cg10801607,44291792,f67121,44291791,1,*,44275458,44321494,46037,+,0,inside,0,ENSG00000138079,SLC3A1,2
1704,2,44291791,cg10801607,44291792,f67121,44291791,1,*,44168851,44320310,151460,+,0,inside,0,ENSG00000285542,,2
1705,11,64235163,cg21684681,64235164,f126958,64235163,1,*,64229214,64234352,5139,-,810,upstream,810,ENSG00000256116,,2
1706,11,64235163,cg21684681,64235164,f126958,64235163,1,*,64234584,64239264,4681,+,0,inside,0,ENSG00000173511,VEGFB,2
1707,11,2929173,cg14415214,2929174,f87996,2929173,1,*,2928273,2929420,1148,-,0,inside,0,ENSG00000181649,PHLDA2,2
1708,10,1025962,cg15011837,1025963,f91558,1025962,1,*,1018910,1025859,6950,-,102,upstream,102,ENSG00000148377,IDI2,2
1709,10,1025962,cg15011837,1025963,f91558,1025962,1,*,1022630,1045425,22796,+,0,inside,0,ENSG00000232656,IDI2-AS1,2
1710,17,38852945,cg10510505,38852946,f65499,38852945,1,*,38847860,38853764,5905,-,0,inside,0,ENSG00000125691,RPL23,2
1711,17,38852945,cg10510505,38852946,f65499,38852945,1,*,38851524,38851659,136,-,1285,upstream,1285,ENSG00000252699,SNORA21B,2
1712,17,38852945,cg10510505,38852946,f65499,38852945,1,*,38852863,38852994,132,-,0,inside,0,ENSG00000199293,SNORA21,2
1713,5,115544990,cg17412405,115544991,f104770,115544990,1,*,115520908,115544775,23868,-,214,upstream,214,ENSG00000145780,FEM1C,2
1714,20,21126472,cg11574758,21126473,f71287,21126472,1,*,21125983,21246622,120640,+,0,inside,0,ENSG00000088970,KIZ,2
1715,12,54015428,cg26019295,54015429,f149479,54015428,1,*,53985845,54034888,49044,+,0,inside,0,ENSG00000273049,,2
1716,12,54015428,cg26019295,54015429,f149479,54015428,1,*,53990624,54030823,40200,+,0,inside,0,ENSG00000197757,HOXC6,2
1717,3,184561833,cg00229368,184561834,f1563,184561833,1,*,184561785,184582408,20624,+,0,inside,0,ENSG00000182580,EPHB3,2
1718,2,104864229,cg02488942,104864230,f16461,104864229,1,*,104853285,104927722,74438,+,0,inside,0,ENSG00000269707,,2
1719,17,79183917,cg00094739,79183918,f686,79183917,1,*,79089345,79516148,426804,-,0,inside,0,ENSG00000167281,RBFOX3,2
1720,11,45665731,cg09426197,45665732,f59309,45665731,1,*,45647689,45665622,17934,-,108,upstream,108,ENSG00000175264,CHST1,2
1721,1,156816861,cg12039611,156816862,f73999,156816861,1,*,156806243,156816848,10606,-,12,upstream,12,ENSG00000027869,SH2D2A,2
1722,1,156816861,cg12039611,156816862,f73999,156816861,1,*,156815640,156881850,66211,+,0,inside,0,ENSG00000198400,NTRK1,2
1723,4,139860231,cg19387239,139860232,f115112,139860231,1,*,139716753,140154184,437432,-,0,inside,0,ENSG00000196782,MAML3,2
1724,17,7384333,cg25827022,7384334,f148520,7384333,1,*,7380534,7389774,9241,+,0,inside,0,ENSG00000174292,TNK1,2
1725,1,6419568,cg23603891,6419569,f136791,6419568,1,*,6412418,6424670,12253,-,0,inside,0,ENSG00000069812,HES2,2
1726,2,11724301,cg15380473,11724302,f93410,11724301,1,*,11721619,11724222,2604,-,78,upstream,78,ENSG00000203643,,2
1727,2,11724301,cg15380473,11724302,f93410,11724301,1,*,11677595,11827409,149815,+,0,inside,0,ENSG00000134324,LPIN1,2
1728,3,64685639,cg15956237,64685640,f96542,64685639,1,*,64684909,65053439,368531,+,0,inside,0,ENSG00000241684,ADAMTS9-AS2,2
1729,3,64685639,cg15956237,64685640,f96542,64685639,1,*,64515654,64688000,172347,-,0,inside,0,ENSG00000163638,ADAMTS9,2
1730,15,78810879,cg18823784,78810880,f112295,78810879,1,*,78759206,78811464,52259,-,0,inside,0,ENSG00000136378,ADAMTS7,2
1731,15,78810879,cg18823784,78810880,f112295,78810879,1,*,78810487,78898139,87653,+,0,inside,0,ENSG00000185787,MORF4L1,2
1732,11,110712187,cg23632529,110712188,f136934,110712187,1,*,110577042,110713189,136148,-,0,inside,0,ENSG00000137727,ARHGAP20,2
1733,12,757123,cg21230547,757124,f124782,757123,1,*,752579,911452,158874,+,0,inside,0,ENSG00000060237,WNK1,2
1734,5,134114326,cg01116966,134114327,f7571,134114326,1,*,134114681,134151865,37185,+,354,upstream,354,ENSG00000081059,TCF7,2
1735,1,21424856,cg18892096,21424857,f112689,21424856,1,*,21424625,21427967,3343,-,0,inside,0,ENSG00000227001,NBPF2P,2
1736,13,114044620,cg09020213,114044621,f57002,114044620,1,*,113977783,114132623,154841,-,0,inside,0,ENSG00000185989,RASA3,2
1737,3,126357523,cg24082730,126357524,f139360,126357523,1,*,126342635,126357408,14774,-,114,upstream,114,ENSG00000163884,KLF15,2
1738,2,85102707,cg18431572,85102708,f110183,85102707,1,*,85102389,85102694,306,-,12,upstream,12,ENSG00000225787,LSM3P3,2
1739,19,2213934,cg07385220,2213935,f47218,2213934,1,*,2212029,2215565,3537,-,0,inside,0,ENSG00000267122,,2
1740,19,2213934,cg07385220,2213935,f47218,2213934,1,*,2163933,2232578,68646,+,0,inside,0,ENSG00000104885,DOT1L,2
1741,12,52849138,cg07265310,52849139,f46506,52849138,1,*,52837804,52849092,11289,-,45,upstream,45,ENSG00000170423,KRT78,2
1742,12,121465525,cg10507156,121465526,f65475,121465525,1,*,121429096,121581023,151928,-,0,inside,0,ENSG00000089094,KDM2B,2
1743,13,95552616,cg04603730,95552617,f30068,95552616,1,*,95433604,95579759,146156,+,0,inside,0,ENSG00000134873,CLDN10,2
1744,4,10018931,cg02734326,10018932,f18096,10018931,1,*,9771153,10054936,283784,-,0,inside,0,ENSG00000109667,SLC2A9,2
1745,16,29961618,cg06926254,29961619,f44307,29961618,1,*,29940885,29973050,32166,+,0,inside,0,ENSG00000149932,TMEM219,2
1746,17,28598993,cg00449941,28598994,f3045,28598993,1,*,28455752,28614185,158434,-,0,inside,0,ENSG00000258472,,2
1747,17,28598993,cg00449941,28598994,f3045,28598993,1,*,28577565,28599025,21461,-,0,inside,0,ENSG00000076382,SPAG5,2
1748,17,28598993,cg00449941,28598994,f3045,28598993,1,*,28598790,28617377,18588,+,0,inside,0,ENSG00000227543,SPAG5-AS1,2
1749,15,43796611,cg09938490,43796612,f62268,43796611,1,*,43772617,43799133,26517,-,0,inside,0,ENSG00000262560,,2
1750,15,43796611,cg09938490,43796612,f62268,43796611,1,*,43796142,43804427,8286,+,0,inside,0,ENSG00000242028,HYPK,2
1751,15,43796611,cg09938490,43796612,f62268,43796611,1,*,43777087,43804427,27341,+,0,inside,0,ENSG00000140264,SERF2,2
1752,15,43796611,cg09938490,43796612,f62268,43796611,1,*,43794162,43800220,6059,-,0,inside,0,ENSG00000184716,SERINC4,2
1753,13,74552805,cg21404448,74552806,f125552,74552805,1,*,74434538,74555515,120978,+,0,inside,0,ENSG00000281167,,2
1754,13,74552805,cg21404448,74552806,f125552,74552805,1,*,74552503,74565445,12943,+,0,inside,0,ENSG00000236678,LINC00347,2
1755,3,184299069,cg24513937,184299070,f141643,184299069,1,*,184299198,184309050,9853,+,128,upstream,128,ENSG00000175166,PSMD2,2
1756,11,2805721,cg12851635,2805722,f78378,2805721,1,*,2444684,2849105,404422,+,0,inside,0,ENSG00000053918,KCNQ1,2
1757,13,32311945,cg01115236,32311946,f7561,32311945,1,*,32303699,32315363,11665,-,0,inside,0,ENSG00000189167,ZAR1L,2
1758,6,14712116,cg22701143,14712117,f131932,14712116,1,*,14661829,15090170,428342,-,0,inside,0,ENSG00000234261,,2
1759,9,89678382,cg13912573,89678383,f84654,89678382,1,*,89639814,89719759,79946,+,0,inside,0,ENSG00000237372,UNQ6494,2
1760,18,74498781,cg16387467,74498782,f98986,74498781,1,*,74495816,74523454,27639,+,0,inside,0,ENSG00000133313,CNDP2,2
1761,9,91727756,cg14503200,91727757,f88562,91727756,1,*,91563091,91950228,387138,-,0,inside,0,ENSG00000169071,ROR2,2
1762,15,43106383,cg00021783,43106384,f155,43106383,1,*,42942897,43106113,163217,-,269,upstream,269,ENSG00000159459,UBR1,2
1763,15,43106383,cg00021783,43106384,f155,43106383,1,*,43106225,43185779,79555,-,0,inside,0,ENSG00000285080,,2
1764,2,172087408,cg17737681,172087409,f106369,172087408,1,*,172084740,172089677,4938,+,0,inside,0,ENSG00000144355,DLX1,2
1765,8,74315329,cg17008770,74315330,f102543,74315329,1,*,74234700,74321540,86841,-,0,inside,0,ENSG00000104369,JPH1,2
1766,1,3313175,cg10893986,3313176,f67657,3313175,1,*,3069168,3438621,369454,+,0,inside,0,ENSG00000142611,PRDM16,2
1767,1,3313175,cg10893986,3313176,f67657,3313175,1,*,3313052,3323149,10098,-,0,inside,0,ENSG00000287828,,2
1768,22,37953529,cg25245266,37953530,f145541,37953529,1,*,37943050,37953669,10620,-,0,inside,0,ENSG00000128346,C22orf23,2
1769,22,37953529,cg25245266,37953530,f145541,37953529,1,*,37952607,38041915,89309,+,0,inside,0,ENSG00000100142,POLR2F,2
1770,5,59039854,cg22078451,59039855,f128855,59039854,1,*,58969038,60522120,1553083,-,0,inside,0,ENSG00000113448,PDE4D,2
1771,5,59039854,cg22078451,59039855,f128855,59039854,1,*,59039761,59063503,23743,+,0,inside,0,ENSG00000247345,,2
1772,2,176149898,cg07011913,176149899,f44864,176149898,1,*,176150303,176150412,110,+,404,upstream,404,ENSG00000207744,MIR10B,2
1773,2,176149898,cg07011913,176149899,f44864,176149898,1,*,176136612,176173102,36491,+,0,inside,0,ENSG00000128652,HOXD3,2
0,16,8712899,cg00220102,8712900,f1510,8712899,1,*,8674596,8784575,109980,+,0,inside,0,ENSG00000183044,ABAT,3
1,19,2774334,cg07586345,2774335,f48402,2774334,1,*,2754715,2783362,28648,-,0,inside,0,ENSG00000104969,SGTA,3
2,5,2111995,cg03540794,2111996,f23371,2111995,1,*,1931064,2119926,188863,+,0,inside,0,ENSG00000248994,,3
3,10,34110916,cg14753293,34110917,f90131,34110916,1,*,34109560,34815325,705766,-,0,inside,0,ENSG00000148498,PARD3,3
4,2,240136641,cg25823214,240136642,f148504,240136641,1,*,240126563,240136807,10245,-,0,inside,0,ENSG00000172428,COPS9,3
5,12,132491148,cg15515537,132491149,f94128,132491148,1,*,132489551,132585188,95638,+,0,inside,0,ENSG00000112787,FBRSL1,3
