,seqnames,start,Composite Element REF,End,c
2097,1,228211861,cg00311303,228211862,3
82208,17,80886276,cg13549638,80886277,3
129678,7,549578,cg22247495,549579,3
95262,6,3114896,cg15718940,3114897,3
118032,10,133465506,cg19904058,133465507,3
941,8,141285675,cg00131691,141285676,3
141666,6,43021619,cg24517800,43021620,3
4595,13,27036604,cg00674220,27036605,3
80049,6,158923778,cg13193497,158923779,3
157576,7,116692532,cg27472701,116692533,3
1029,12,75511766,cg00147009,75511767,3
63816,20,63348081,cg10202461,63348082,3
73799,19,49597266,cg12000761,49597267,3
122558,7,96236319,cg20782117,96236320,3
145427,3,197456711,cg25221442,197456712,3
11452,1,232869120,cg01723892,232869121,3
40338,17,74752050,cg06289802,74752051,3
19226,7,141551639,cg02905066,141551640,3
98816,3,114317748,cg16358924,114317749,3
128950,11,431659,cg22098317,431660,3
17520,11,107017666,cg02649987,107017667,3
34075,4,183241128,cg05250061,183241129,3
6613,15,83111603,cg00979939,83111604,3
89298,17,34157240,cg14603098,34157241,3
91878,11,60910338,cg15068842,60910339,3
151349,20,41032830,cg26348616,41032831,3
117119,2,105399089,cg19753526,105399090,3
83349,15,40440911,cg13710595,40440912,3
66907,6,106182632,cg10766282,106182633,3
17543,16,58392359,cg02655227,58392360,3
76241,5,98776733,cg12450016,98776734,3
88583,12,122227441,cg14506192,122227442,3
115632,6,3789199,cg19480965,3789200,3
144025,8,144474868,cg24947777,144474869,3
30854,10,74176581,cg04733624,74176582,3
92530,1,47191181,cg15187606,47191182,3
23336,19,3198972,cg03536488,3198973,3
98815,11,65785648,cg16358920,65785649,3
87556,6,53326992,cg14342235,53326993,3
133064,3,124934815,cg22907034,124934816,3
104688,19,55476261,cg17393964,55476262,3
97067,14,24308502,cg16045731,24308503,3
133336,19,5789688,cg22961623,5789689,3
99487,4,138910910,cg16467811,138910911,3
61188,11,120424072,cg09754341,120424073,3
30803,17,42402501,cg04726374,42402502,3
123776,17,42181393,cg21041514,42181394,3
2799,20,36876108,cg00414077,36876109,3
31796,15,96357176,cg04876454,96357177,3
52524,1,39104651,cg08259526,39104652,3
38117,7,5488548,cg05914034,5488549,3
116037,6,160258658,cg19561774,160258659,3
158499,7,37920153,cg27641018,37920154,3
70376,6,166557239,cg11387340,166557240,3
16619,11,124953961,cg02513924,124953962,3
74776,20,35292392,cg12170299,35292393,3
45593,13,60013209,cg07124680,60013210,3
13557,10,72955177,cg02044879,72955178,3
48229,7,149432605,cg07562382,149432606,3
21951,17,36943378,cg03323462,36943379,3
41114,11,66857370,cg06431702,66857371,3
82415,5,93607561,cg13576330,93607562,3
148202,10,113682472,cg25763292,113682473,3
84877,2,100817620,cg13941508,100817621,3
152541,2,87825357,cg26563141,87825358,3
26687,10,71773657,cg04083751,71773658,3
22508,16,627895,cg03405834,627896,3
117089,1,11653586,cg19747992,11653587,3
18050,19,53337227,cg02727232,53337228,3
1764,1,8134281,cg00258316,8134282,3
45446,17,36940455,cg07103093,36940456,3
137585,4,73574279,cg23746628,73574280,3
1948,12,105107176,cg00289052,105107177,3
156007,1,156125366,cg27182012,156125367,3
131793,2,120220352,cg22677065,120220353,3
49337,8,58877425,cg07735998,58877426,3
93200,5,102796317,cg15337521,102796318,3
4645,10,123147893,cg00684248,123147894,3
145567,18,9338367,cg25251095,9338368,3
119735,2,135837691,cg20242066,135837692,3
10,2,104843805,cg00001747,104843806,3
142091,4,8376449,cg24597207,8376450,3
155248,11,63671735,cg27042081,63671736,3
21732,9,16868893,cg03291755,16868894,3
133181,15,80788081,cg22932628,80788082,3
112910,18,54355819,cg18934187,54355820,3
107238,15,99426850,cg17893742,99426851,3
117523,17,1179232,cg19816938,1179233,3
30933,6,104940316,cg04744409,104940317,3
46473,12,124569865,cg07260789,124569866,3
150447,8,1958172,cg26195495,1958173,3
105882,7,105244801,cg17627973,105244802,3
59736,8,9905523,cg09500200,9905524,3
57896,1,15847855,cg09178529,15847856,3
145639,7,151345310,cg25269643,151345311,3
124759,9,90044829,cg21226735,90044830,3
73200,10,12129246,cg11895240,12129247,3
70922,17,81860654,cg11499772,81860655,3
26,6,145836231,cg00003181,145836232,3
103818,10,49326391,cg17236181,49326392,3
224,7,8262464,cg00030291,8262465,3
131734,2,233117175,cg22666015,233117176,3
133167,14,68313116,cg22930549,68313117,3
84587,9,86796085,cg13904874,86796086,3
18187,2,176189578,cg02746725,176189579,3
9504,1,166881999,cg01422012,166882000,3
19963,8,143918066,cg03008241,143918067,3
145730,1,226690718,cg25287071,226690719,3
4750,16,2858156,cg00699901,2858157,3
27164,16,25066774,cg04153495,25066775,3
19662,7,2362588,cg02965892,2362589,3
71416,20,53875709,cg11597277,53875710,3
145800,7,151082067,cg25302888,151082068,3
48912,13,60397210,cg07668623,60397211,3
156781,16,88812087,cg27322556,88812088,3
31034,11,2701483,cg04762676,2701484,3
63747,16,788229,cg10191460,788230,3
37673,3,13621898,cg05844321,13621899,3
61368,1,3417537,cg09788762,3417538,3
6889,3,43622183,cg01019163,43622184,3
139343,13,44373903,cg24079361,44373904,3
1687,16,56194586,cg00246932,56194587,3
25247,11,1748160,cg03846408,1748161,3
105149,17,82848315,cg17479501,82848316,3
19668,2,236049310,cg02966661,236049311,3
62258,2,19049381,cg09936919,19049382,3
25697,16,58392427,cg03919836,58392428,3
29766,11,62923779,cg04557452,62923780,3
73768,20,37345889,cg11993720,37345890,3
90327,22,20438248,cg14785479,20438249,3
10894,10,121609218,cg01628053,121609219,3
125789,6,170167100,cg21457110,170167101,3
94928,2,141611776,cg15664504,141611777,3
30875,10,112585229,cg04737124,112585230,3
128211,17,44916901,cg21944455,44916902,3
73822,4,22502164,cg12005811,22502165,3
147103,22,31399317,cg25545182,31399318,3
7321,1,182953292,cg01079738,182953293,3
67992,19,22901423,cg10958566,22901424,3
97433,1,29124723,cg16117248,29124724,3
139162,1,156625386,cg24047377,156625387,3
2358,3,45036157,cg00347798,45036158,3
31366,10,88582981,cg04812509,88582982,3
113281,12,132607009,cg19012949,132607010,3
59701,19,47006820,cg09493583,47006821,3
149072,15,85689989,cg25947619,85689990,3
150875,7,149422590,cg26269703,149422591,3
3282,16,400837,cg00481259,400838,3
146481,17,15409842,cg25417335,15409843,3
2875,19,12648279,cg00422699,12648280,3
50142,2,189179875,cg07875385,189179876,3
30552,20,11917830,cg04682802,11917831,3
5071,2,101782377,cg00747372,101782378,3
154400,16,74216414,cg26889879,74216415,3
121304,20,21706090,cg20552282,21706091,3
103749,1,39487931,cg17221945,39487932,3
138895,12,66169636,cg24003632,66169637,3
70073,1,3377758,cg11332505,3377759,3
157451,16,69935234,cg27449255,69935235,3
128832,3,97439868,cg22073258,97439869,3
87582,7,143288152,cg14348828,143288153,3
111504,9,34127501,cg18676764,34127502,3
103298,2,119434040,cg17143606,119434041,3
157050,17,43983715,cg27375198,43983716,3
105218,2,27152695,cg17495302,27152696,3
27611,21,35026961,cg04228935,35026962,3
126687,2,173359434,cg21622202,173359435,3
93111,10,3118782,cg15319824,3118783,3
1365,7,29884216,cg00193963,29884217,3
75815,13,44373787,cg12379940,44373788,3
284,6,116877265,cg00037441,116877266,3
102175,2,102146993,cg16928382,102146994,3
11234,16,30759473,cg01688936,30759474,3
101063,6,150142854,cg16715162,150142855,3
143477,11,19814463,cg24848870,19814464,3
119845,13,80340995,cg20259674,80340996,3
218,12,111293399,cg00029284,111293400,3
29422,16,86819169,cg04508648,86819170,3
83679,22,45201099,cg13766329,45201100,3
15250,2,74958458,cg02307033,74958459,3
83094,7,14389580,cg13674914,14389581,3
25495,14,100292550,cg03886017,100292551,3
96703,1,244846997,cg15985875,244846998,3
141142,6,41028316,cg24419528,41028317,3
74581,1,44031680,cg12133952,44031681,3
785,22,24423896,cg00108569,24423897,3
93326,22,24603007,cg15363607,24603008,3
66360,3,34014308,cg10659480,34014309,3
98,1,37766308,cg00013409,37766309,3
105652,11,40293854,cg17579667,40293855,3
93213,2,20225888,cg15339720,20225889,3
111649,3,47013178,cg18704979,47013179,3
35174,14,99604219,cg05410609,99604220,3
153096,2,113173941,cg26668608,113173942,3
38875,10,68472171,cg06032048,68472172,3
99870,14,21056972,cg16529034,21056973,3
149709,13,112241232,cg26068160,112241233,3
132291,2,189179910,cg22774472,189179911,3
157534,17,48614985,cg27464311,48614986,3
52470,2,134251352,cg08251036,134251353,3
703,16,706586,cg00096440,706587,3
179,16,73062943,cg00024494,73062944,3
8513,16,11587743,cg01267165,11587744,3
36516,3,105368398,cg05645404,105368399,3
150295,12,27331723,cg26165146,27331724,3
59320,19,12804180,cg09429435,12804181,3
153131,7,121334628,cg26673903,121334629,3
149861,11,107858205,cg26095973,107858206,3
102219,2,240997427,cg16937168,240997428,3
121,6,28281474,cg00017002,28281475,3
90504,16,52121,cg14820573,52122,3
50677,8,9555413,cg07962051,9555414,3
141758,12,132847980,cg24532476,132847981,3
61863,2,74198622,cg09868451,74198623,3
69355,14,100883036,cg11205335,100883037,3
146603,13,112730268,cg25440131,112730269,3
54639,8,134597955,cg08611376,134597956,3
26709,1,193113634,cg04086394,193113635,3
153454,6,163427688,cg26728382,163427689,3
848,2,106160582,cg00118342,106160583,3
11501,7,24758037,cg01733570,24758038,3
262,6,167824714,cg00035268,167824715,3
53540,19,1229185,cg08426800,1229186,3
116042,14,52952161,cg19563107,52952162,3
156129,12,56157895,cg27207452,56157896,3
38989,11,65890409,cg06054963,65890410,3
96287,12,34341917,cg15907392,34341918,3
17290,10,26946698,cg02617791,26946699,3
25,3,14125250,cg00003173,14125251,3
91513,11,77471030,cg15003737,77471031,3
129599,7,73309608,cg22232048,73309609,3
34469,15,71251699,cg05310046,71251700,3
153601,10,74589520,cg26757820,74589521,3
706,1,197413641,cg00097038,197413642,3
110822,19,10817502,cg18544365,10817503,3
53270,22,45201093,cg08378742,45201094,3
12879,3,53495232,cg01942127,53495233,3
101293,3,42216665,cg16758272,42216666,3
22892,2,264164,cg03468349,264165,3
171,16,86722026,cg00023673,86722027,3
82383,9,137547402,cg13573244,137547403,3
46020,10,119176200,cg07189782,119176201,3
30833,16,16022334,cg04730825,16022335,3
139864,2,168731834,cg24168002,168731835,3
151468,6,56955588,cg26366048,56955589,3
2231,19,42326444,cg00330170,42326445,3
54936,1,209755550,cg08655071,209755551,3
10079,22,50581485,cg01505421,50581486,3
57434,16,2215387,cg09096612,2215388,3
33052,14,74493473,cg05076775,74493474,3
136177,3,12817388,cg23482898,12817389,3
23654,19,2244197,cg03585323,2244198,3
112702,8,123430062,cg18893514,123430063,3
71,11,61516393,cg00009053,61516394,3
19372,15,57326406,cg02926035,57326407,3
68762,11,93733258,cg11095898,93733259,3
91064,21,45928313,cg14920911,45928314,3
5325,2,196171135,cg00788312,196171136,3
68532,10,7635806,cg11055798,7635807,3
80671,6,38567517,cg13316188,38567518,3
39925,1,171841638,cg06211893,171841639,3
43685,1,6273783,cg06834177,6273784,3
1855,5,139763313,cg00271204,139763314,3
114969,8,94900516,cg19363213,94900517,3
147118,11,2901582,cg25548316,2901583,3
77062,11,111913662,cg12598198,111913663,3
149848,3,50337808,cg26093954,50337809,3
100255,4,973751,cg16585580,973752,3
51066,1,154556366,cg08031413,154556367,3
5336,12,40103773,cg00790847,40103774,3
148047,13,102397404,cg25736517,102397405,3
1127,1,99969780,cg00159212,99969781,3
116633,19,55408272,cg19669476,55408273,3
60740,6,11232892,cg09669930,11232893,3
7034,19,457696,cg01039573,457697,3
41278,16,47463911,cg06459662,47463912,3
188,21,32728128,cg00026030,32728129,3
145454,3,45943450,cg25226014,45943451,3
130393,8,133645569,cg22388417,133645570,3
8323,5,73172294,cg01236027,73172295,3
325,20,25082118,cg00043788,25082119,3
1330,12,54033600,cg00187380,54033601,3
58592,17,44006318,cg09300856,44006319,3
90384,5,1288892,cg14793430,1288893,3
50,4,1767162,cg00006948,1767163,3
134392,11,125111973,cg23156348,125111974,3
9752,19,49325384,cg01453814,49325385,3
56596,1,85708538,cg08944935,85708539,3
95374,2,23545493,cg15736743,23545494,3
29700,1,115641766,cg04548815,115641767,3
37289,10,48274680,cg05775658,48274681,3
150293,4,20258276,cg26164897,20258277,3
24795,1,150272641,cg03763518,150272642,3
15348,9,134338061,cg02319187,134338062,3
157950,5,59040053,cg27543403,59040054,3
71712,2,53970574,cg11651961,53970575,3
103713,8,84185011,cg17215863,84185012,3
104645,12,58557115,cg17385414,58557116,3
148532,21,45480840,cg25829961,45480841,3
2,3,129183534,cg00000734,129183535,3
81902,19,17215607,cg13501085,17215608,3
100437,11,31799840,cg16616521,31799841,3
66770,13,33126455,cg10732611,33126456,3
137808,7,66904538,cg23806609,66904539,3
152193,6,113645492,cg26501154,113645493,3
586,3,43996992,cg00082713,43996993,3
129415,17,7916153,cg22191741,7916154,3
123033,14,36510553,cg20891501,36510554,3
25629,11,77138518,cg03908908,77138519,3
49409,19,55517516,cg07749454,55517517,3
89981,11,111308265,cg14724419,111308266,3
59046,7,36389573,cg09378441,36389574,3
8224,9,137789197,cg01219549,137789198,3
51517,16,56679859,cg08103706,56679860,3
23766,3,190319906,cg03601836,190319907,3
1639,10,110287108,cg00238899,110287109,3
10402,2,17878477,cg01555853,17878478,3
7939,16,75483154,cg01174085,75483155,3
96000,9,129642132,cg15852879,129642133,3
30504,12,46678079,cg04676057,46678080,3
15803,20,13638906,cg02386183,13638907,3
3981,19,5838988,cg00579402,5838989,3
107905,1,19666011,cg18023598,19666012,3
17620,7,1094343,cg02666955,1094344,3
65351,1,39883231,cg10490227,39883232,3
117606,19,48944942,cg19829602,48944943,3
68074,1,201469317,cg10971895,201469318,3
30290,11,63671593,cg04640216,63671594,3
61444,11,46336012,cg09802018,46336013,3
158315,16,87696541,cg27605414,87696542,3
90842,14,67571404,cg14876708,67571405,3
63548,16,52549150,cg10160276,52549151,3
151208,19,49909607,cg26327024,49909608,3
26887,1,10449997,cg04113348,10449998,3
23842,10,84194580,cg03611007,84194581,3
26774,2,235763073,cg04097388,235763074,3
68964,7,100476313,cg11139102,100476314,3
90372,10,80408539,cg14791866,80408540,3
9148,19,49594594,cg01372202,49594595,3
155797,20,62220867,cg27143370,62220868,3
3857,17,8408276,cg00562598,8408277,3
34770,8,85438339,cg05355225,85438340,3
95750,11,63671643,cg15814736,63671644,3
204,15,57218377,cg00027650,57218378,3
4226,17,8440152,cg00613732,8440153,3
23960,10,99329392,cg03629943,99329393,3
134518,19,8400214,cg23179640,8400215,3
22915,4,84582175,cg03470772,84582176,3
123531,1,236206576,cg20990511,236206577,3
365,13,99655932,cg00049616,99655933,3
4236,22,35840602,cg00615377,35840603,3
68427,10,48274724,cg11034619,48274725,3
85300,11,111937670,cg14006677,111937671,3
45818,1,217134354,cg07155223,217134355,3
83967,4,25914300,cg13808325,25914301,3
157873,4,80070135,cg27529018,80070136,3
96925,18,78976785,cg16019434,78976786,3
124868,9,132637733,cg21243021,132637734,3
69568,10,68071617,cg11237934,68071618,3
56489,11,614761,cg08926253,614762,3
13872,8,59120235,cg02085701,59120236,3
76361,8,123208016,cg12471053,123208017,3
3708,16,53054762,cg00542139,53054763,3
134902,10,3636893,cg23247845,3636894,3
199,18,24397744,cg00027037,24397745,3
42076,8,73285443,cg06592178,73285444,3
62196,19,41331218,cg09926389,41331219,3
105485,17,75635506,cg17540765,75635507,3
2407,7,24284148,cg00355281,24284149,3
3655,19,53520639,cg00533364,53520640,3
10911,2,202494444,cg01630691,202494445,3
151992,8,60877334,cg26460578,60877335,3
52364,5,462256,cg08236499,462257,3
124592,5,115545048,cg21199023,115545049,3
50243,18,78784456,cg07891953,78784457,3
69910,3,197456791,cg11302533,197456792,3
30923,7,100866137,cg04742719,100866138,3
31,1,12540503,cg00003578,12540504,3
82016,21,41715694,cg13520715,41715695,3
141307,8,37841173,cg24450194,37841174,3
8646,16,71289803,cg01289020,71289804,3
9864,4,41744597,cg01470356,41744598,3
37594,16,87723427,cg05830220,87723428,3
115281,19,58204310,cg19416570,58204311,3
132229,7,95592792,cg22758834,95592793,3
49639,1,36385594,cg07789552,36385595,3
8867,15,90815284,cg01321816,90815285,3
48271,19,13747709,cg07569219,13747710,3
104970,5,67004578,cg17449851,67004579,3
5,8,48978050,cg00000948,48978051,3
133241,7,27103081,cg22943986,27103082,3
21251,12,7959916,cg03213374,7959917,4
79629,12,132292599,cg13105730,132292600,4
20828,16,58629740,cg03147337,58629741,4
127301,12,75480776,cg21762222,75480777,4
33734,8,134457309,cg05193470,134457310,4
143533,10,12349836,cg24859228,12349837,4
51210,1,94713869,cg08056069,94713870,4
115242,17,38563282,cg19409060,38563283,4
14530,7,1110470,cg02192504,1110471,4
73483,6,167324937,cg11942910,167324938,4
38165,14,53952086,cg05923197,53952087,4
107957,3,129305833,cg18032164,129305834,4
5494,1,6046298,cg00813560,6046299,4
10818,5,40908676,cg01614723,40908677,4
72702,3,152235085,cg11815811,152235086,4
51126,17,48995545,cg08039301,48995546,4
139433,11,129379525,cg24095303,129379526,4
121948,17,27532356,cg20673721,27532357,4
15670,21,31558625,cg02367930,31558626,4
81159,9,111596119,cg13397260,111596120,4
154670,5,93583941,cg26937148,93583942,4
18595,6,45641201,cg02810149,45641202,4
148128,2,43445513,cg25748958,43445514,4
11458,13,98177303,cg01725864,98177304,4
125019,5,508070,cg21271026,508071,4
149821,11,132114090,cg26088269,132114091,4
79407,8,24384596,cg13059335,24384597,4
158461,15,75649235,cg27635271,75649236,4
57172,5,129460404,cg09052453,129460405,4
97099,1,37935792,cg16050959,37935793,4
138287,10,124044321,cg23899168,124044322,4
35546,17,81642320,cg05479166,81642321,4
86441,14,93066218,cg14181956,93066219,4
126108,2,234334238,cg21517506,234334239,4
92367,3,46982113,cg15157945,46982114,4
45434,6,34092010,cg07100700,34092011,4
120122,2,96665298,cg20312012,96665299,4
29351,16,84191474,cg04497927,84191475,4
23125,3,49550812,cg03507119,49550813,4
15358,14,60642827,cg02320543,60642828,4
89644,2,99337300,cg14661464,99337301,4
34162,19,49552824,cg05262463,49552825,4
37310,10,99612394,cg05778706,99612395,4
68425,13,114001691,cg11034168,114001692,4
75133,17,50767691,cg12235260,50767692,4
76413,2,47691274,cg12482860,47691275,4
56417,1,109483379,cg08911820,109483380,4
55882,6,6006537,cg08827756,6006538,4
53963,2,25277547,cg08493294,25277548,4
38717,6,168052581,cg06002157,168052582,4
126103,8,41529345,cg21517147,41529346,4
16647,12,132847700,cg02519218,132847701,4
332,1,184037799,cg00044463,184037800,4
103067,1,35269201,cg17102089,35269202,4
76369,7,131546898,cg12473767,131546899,4
41986,18,78548486,cg06575626,78548487,4
90,16,49277992,cg00011740,49277993,4
78804,1,2323143,cg12936238,2323144,4
133598,5,179823985,cg23012192,179823986,4
109104,13,19865061,cg18227944,19865062,4
52992,10,123144610,cg08326370,123144611,4
30277,6,41683328,cg04637454,41683329,4
20141,16,2176079,cg03040401,2176080,4
84516,13,97275868,cg13895393,97275869,4
146940,11,128908611,cg25508319,128908612,4
147187,19,4396945,cg25561291,4396946,4
141266,12,7128392,cg24441911,7128393,4
144817,4,8606220,cg25107528,8606221,4
22867,3,171027175,cg03464896,171027176,4
11027,7,769411,cg01652476,769412,4
